"GEOID","Population","Housing_Units"
"060450102003",1152,508
"060450102004",864,411
"060450103005",725,288
"060450113004",1274,482
"060450109002",779,280
"060450109003",2590,944
"060450109004",923,361
"060450113001",1668,633
"060450113002",2081,772
"060450114001",1233,550
"060450114002",874,318
"060450114003",909,401
"060450114004",726,309
"060450114005",692,285
"060450115011",855,410
"060450115012",1188,461
"060450115013",1347,448
"060450115021",1742,671
"060450115022",612,251
"060450115023",1242,484
"060450116001",1513,774
"060450116002",1524,686
"060450116003",1330,448
"060450116004",1931,822
"060450117001",1122,440
"060450117002",951,386
"060450117003",557,260
"060450117004",986,374
"060450117005",620,177
"060450106011",843,381
"060450106013",1116,452
"060450107001",658,270
"060450107002",1461,610
"060450107003",913,422
"060450107004",825,343
"060450107005",820,342
"060450107006",931,401
"060450107007",778,321
"060450109001",691,377
"060450108011",836,345
"060450108012",1292,532
"060450108013",1771,712
"060450108014",744,298
"060450108015",1375,480
"060450108022",1253,523
"060330001001",1625,675
"060330001003",648,333
"060330003002",1787,806
"060330003003",716,455
"060330005021",1682,837
"060330005022",1219,683
"060330001002",1011,713
"060450108021",596,276
"060450106021",1244,649
"060450106022",1999,818
"060450106023",1285,527
"060450101001",909,448
"060450101003",1258,483
"060230115011",1268,666
"060230115013",453,259
"060230116001",699,377
"060230116004",697,381
"060230116005",550,319
"060450102001",1038,518
"060230115021",1638,1235
"060230115012",753,377
"060230116002",482,309
"060230116003",944,475
"060230116006",450,264
"060230109021",663,449
"060230111004",1011,452
"060450101002",933,387
"061050005004",843,776
"061050005001",3941,1069
"060330005011",1582,822
"060330006023",991,478
"060110004003",524,425
"060110003021",523,242
"060110004002",964,363
"060210103001",556,281
"060210103003",818,334
"060210101011",946,347
"060210101012",2057,626
"060210101021",905,389
"060210101022",1240,482
"060210102001",1283,453
"060210102002",1874,696
"060210102004",1125,387
"060210104011",686,292
"060210104021",667,271
"060210104022",1350,501
"060210104023",954,395
"060210104024",637,285
"060210104025",1175,455
"060210104026",676,282
"060210104027",854,282
"060110002001",1214,445
"060110002002",955,402
"060110002003",1282,424
"060110002004",856,339
"060110002005",844,330
"060110003011",1513,476
"060110003012",2628,960
"060110003022",1681,438
"060110004001",782,356
"060110005001",678,297
"060110005002",624,260
"060110005003",629,289
"060110005004",753,266
"061010507022",818,337
"061010508001",2215,844
"061010508002",1303,484
"061010509001",618,282
"061010501011",1567,608
"061010501012",860,357
"061010501013",1328,457
"061010501014",1655,592
"061010501015",1882,576
"061010501021",1754,711
"061010501022",1512,509
"061010501023",1742,750
"061010502011",1573,656
"061010502012",1704,614
"061010502021",948,365
"061010502022",1101,440
"061010502023",776,325
"061010502024",1157,445
"061010503011",987,362
"061010503012",1606,659
"061010503021",1591,611
"061010503022",1955,571
"061010503023",1383,437
"061010503024",1357,482
"061010504011",1477,451
"061010504012",1074,407
"061010504013",1268,422
"061010504014",1290,392
"061010504021",1183,409
"061010504023",2307,708
"061010504031",2508,651
"061010504032",1462,425
"061010505011",808,310
"061010505012",588,201
"061010505013",2167,644
"061010505014",692,259
"061010505015",2070,586
"061010505031",784,319
"061010505032",1829,492
"061010505033",2408,579
"061010505034",886,322
"061010505035",1461,508
"061010505041",1937,582
"061010505042",999,348
"061010505043",1007,324
"061010505044",1641,493
"061010505045",1811,517
"061010506011",1310,470
"061010506012",1782,681
"061010506013",1843,482
"061010506014",1346,514
"061010506031",850,464
"061010506032",1198,431
"061010506033",1617,590
"061010506034",1685,696
"061010506041",1645,667
"061010506042",2734,1024
"061010507021",2872,880
"061150401001",887,303
"061150401002",950,478
"061150401003",947,408
"061150401004",807,378
"061150401005",1438,498
"061150402011",1376,520
"061150402012",1007,389
"061150402013",1444,578
"061150402021",852,353
"061150402022",1894,671
"061150402023",972,362
"061150402024",628,278
"061150403021",2479,846
"061150404001",1828,597
"061150404002",1692,584
"061150404003",2418,619
"060070033003",2045,764
"060070034001",1354,523
"060070034002",1567,592
"060070035011",1093,389
"060070035012",921,365
"060070035013",803,298
"060070035014",899,281
"060070035021",1059,395
"060070035022",1282,435
"060070035023",1130,383
"060070035024",1589,511
"060070036001",1018,348
"060070036002",1124,411
"061010507011",2592,917
"061010507012",1941,606
"061010507023",1585,456
"061010507024",1341,439
"060070003002",2112,869
"060070004011",1950,751
"060070004012",3149,1261
"060070004041",2910,1100
"060070005011",1047,453
"060070005012",1183,463
"060070005013",816,319
"060070014002",1323,531
"060070014003",1053,390
"060070015005",591,224
"060210101013",1838,676
"060210101023",2239,782
"060210102003",685,263
"060210103002",828,357
"060210104012",878,317
"060210105011",1616,526
"060210105012",561,236
"060210105013",1012,322
"060210105021",818,371
"060210105022",639,287
"060070015004",812,321
"060070025003",1169,279
"060070028003",1454,639
"060070029001",1728,595
"060070029002",1587,443
"060070030021",708,312
"060070036003",1426,556
"060070037001",1569,597
"060070037002",1207,468
"060070037003",1313,473
"060070037004",1160,414
"060070001021",1401,610
"060070001022",1496,568
"060070001023",1305,644
"060070001031",3203,1210
"060070001032",2884,1081
"060070001041",1699,689
"060070001042",1583,788
"060070001043",1191,493
"060070001044",1680,635
"060070002011",1066,553
"060070002012",850,338
"060070002013",712,282
"060070002014",1842,885
"060070002021",1474,697
"060070002022",980,447
"060070002023",753,429
"060070002024",822,475
"060070003001",1065,425
"060070003003",574,273
"060070003004",989,508
"060070004031",1496,723
"060070004032",1933,857
"060070004042",1160,524
"060070005014",285,111
"060070005015",1608,591
"060070005021",828,345
"060070005022",1411,499
"060070005023",1436,756
"060070005024",1225,546
"060070006011",979,406
"060070006012",767,351
"060070006013",1640,664
"060070006031",645,309
"060070006032",722,378
"060070006033",2083,457
"060070006041",858,259
"060070006042",1167,678
"060070006043",744,284
"060070006044",793,351
"060070006045",1009,410
"060070007001",1196,689
"060070007002",1318,626
"060070007003",1538,721
"060070007004",1029,554
"060070008001",981,396
"060070008002",844,332
"060070008003",1043,399
"060070008004",1254,613
"060070008005",865,342
"060070008006",639,260
"060070009011",2799,1197
"060070009031",1265,494
"060070009032",1208,519
"060070009033",2440,955
"060070009034",2129,1166
"060070009041",2375,1026
"060070009042",1731,775
"060070009043",953,407
"060070009044",1272,780
"060070010001",816,380
"060070010002",663,267
"060070010003",634,322
"060070010004",672,310
"060070010005",689,392
"060070010006",1505,863
"060070011001",945,371
"060070011002",1215,566
"060070011003",1044,434
"060070011004",638,329
"060070011005",726,354
"060070012001",1020,590
"060070012002",828,388
"060070012003",810,330
"060070012004",830,383
"060070013001",1278,474
"060070013002",921,384
"060070013003",1035,363
"060070013004",845,377
"060070015001",1168,465
"060070015002",1239,470
"060070015003",1694,677
"060070016022",736,386
"060070016023",1678,776
"060070018001",303,152
"060070018002",108,54
"060070018003",138,91
"060070018004",167,82
"060070018005",124,56
"060070019002",203,88
"060070019003",215,142
"060070019004",167,91
"060070020001",138,68
"060070020002",101,50
"060070020003",159,71
"060070020004",130,68
"060070020005",248,102
"060070020006",110,86
"060070021001",124,75
"060070021002",48,19
"060070021003",137,57
"060070021004",315,151
"060070021005",302,222
"060070022001",228,113
"060070022002",1060,451
"060070022003",104,57
"060070022004",407,196
"060070023001",234,100
"060070023002",215,111
"060070023003",206,128
"060070023004",143,59
"060070023005",1053,456
"061030003002",1572,744
"061030003003",1088,404
"061030008002",834,337
"061030008003",870,331
"061030011011",1301,506
"061030011012",1253,425
"061030011021",1033,352
"061030011022",2245,864
"061030011023",723,264
"061030011024",1759,589
"061030003001",2022,886
"060890124002",968,475
"061030002011",949,446
"061030002021",1578,647
"061030002022",1050,463
"061030004001",1743,814
"061030004002",1765,751
"061030004003",2090,860
"061030005001",1774,684
"061030005002",810,342
"061030005003",1088,486
"061030005004",1155,543
"061030005005",1031,385
"061030006001",2458,1095
"061030006002",1908,860
"061030006003",1447,568
"061030007011",1996,786
"061030007012",1706,689
"061030007013",678,328
"061030007021",1947,803
"061030007022",1570,593
"060890115021",1597,749
"060890120001",800,296
"060890120002",1694,653
"060890120003",971,427
"060890120004",1892,813
"060890121011",1192,534
"060890121012",1608,610
"060890121013",2115,869
"060890121021",834,368
"060890121022",1318,661
"060890122001",1663,685
"060890122002",874,385
"060890122003",1448,604
"060890122004",1594,671
"060890123011",1464,626
"060890123012",1140,512
"060890123021",991,396
"060890123022",1033,390
"060890123023",1687,685
"060890123024",1715,709
"060890123031",2201,825
"060890123032",1808,698
"061030002012",2826,1104
"061030002023",1730,739
"060070014001",2270,818
"060070014004",1497,578
"061030008001",919,381
"061030008004",1282,496
"061030009001",902,377
"061030009002",1495,678
"061030009003",1423,579
"061030010001",2230,812
"061030010002",2058,863
"061030010003",1268,446
"061030010004",1583,564
"060070016012",488,222
"060070016021",1326,598
"060070017021",137,75
"060070017022",264,127
"060070017023",2042,946
"060070017024",1131,500
"060070017031",433,167
"060070017032",1308,602
"060070017042",897,385
"060070017043",1713,702
"060070019001",90,49
"061030001002",1855,813
"060890126034",939,451
"061030001003",931,415
"061030001004",914,390
"060890126033",941,569
"061030001001",970,839
"060830027031",1956,610
"060830027032",2266,838
"060830027062",1536,516
"060830027063",1663,557
"060830027071",685,305
"060830027072",909,293
"060830027073",932,432
"060830027081",712,375
"060830027082",1175,489
"060830027083",778,341
"060830027091",2140,817
"060830027092",1334,391
"060830027101",1075,381
"060830027102",1514,389
"060830027103",1776,588
"060830028062",1111,327
"060830031021",756,381
"060830031022",1080,378
"060830031023",1501,537
"060839802001",3533,992
"060839801001",3,2
"061119800001",0,1
"061119901000",0,0
"060839900000",0,0
"060830019053",977,403
"060830019081",1869,726
"060830019082",1037,446
"060830019083",1063,466
"060830019084",1334,570
"060830019091",1125,499
"060830019092",2789,1133
"060830019101",821,384
"060830019102",829,356
"060830019103",1069,486
"060830019121",2430,932
"060830019122",1275,512
"060830019123",1564,635
"060830029321",577,222
"060830029091",2320,698
"060830029092",1520,486
"060830029093",2044,650
"060830029322",1872,672
"060830029332",2598,71
"060830029333",876,279
"060830029334",1529,383
"060830029341",1729,777
"060830029342",1891,693
"060830029351",2219,996
"060830029352",1288,507
"060830029361",2300,487
"060830029362",1653,715
"060830029371",197,67
"060830029372",2963,940
"060830001011",1807,868
"060830001012",1494,508
"060830001013",1191,440
"060830001014",1430,606
"060830001021",1756,719
"060830001022",676,292
"060830001023",1445,687
"060830001024",1509,672
"060830002011",811,424
"060830002012",1840,481
"060830002021",992,442
"060830002022",1431,742
"060830003011",767,374
"060830003012",1277,587
"060830003013",840,432
"060830003021",723,329
"060830003022",637,337
"060830003023",1194,633
"060830003024",766,295
"060830003025",816,413
"060830004001",1046,490
"060830004002",685,368
"060830004004",1023,523
"060830005013",837,384
"060830005021",901,392
"060830005022",806,377
"060830005023",725,324
"060830005024",1046,402
"060830005025",844,318
"060830005026",1624,733
"060830010021",800,535
"060830010022",950,438
"060830010023",1354,728
"060830011011",1213,435
"060830011012",1388,445
"060830011013",1081,384
"060830011014",740,312
"060830011021",1460,471
"060830011022",1816,614
"060830011023",1096,334
"060830012031",705,332
"060830012032",2129,998
"060830012083",839,306
"060830012084",726,316
"060830013061",1523,588
"060830013062",1007,628
"060830013063",720,344
"060830013071",1088,397
"060830013072",773,288
"060830013073",943,351
"060830013074",1063,436
"060830013081",718,297
"060830013082",667,262
"060830013083",791,420
"060830013084",718,278
"060830013085",713,331
"060830029061",918,324
"060830029062",1696,636
"060830029063",1360,483
"060830029072",1370,478
"060830029131",2317,863
"060830029132",1773,619
"060830029141",625,403
"060830029142",1076,451
"060830029143",1594,552
"060830029241",1535,367
"060830029242",1902,655
"060830029243",946,339
"060830029244",1672,331
"060830029261",1905,628
"060830029262",1832,388
"060830029263",1755,755
"060830029331",1739,815
"060830030011",1028,460
"060830030012",1552,763
"060830030013",850,463
"060830030014",1986,575
"060830030015",827,270
"060830030041",1478,489
"060830030042",1855,618
"060830030043",1487,490
"060830030051",1414,453
"060830030052",1610,553
"060830030053",1996,581
"060830030071",1130,503
"060830030072",1059,495
"060830030073",1577,607
"060839800001",15,4
"060839803001",4909,149
"060830019071",940,508
"060830001031",1073,384
"060830001032",1653,713
"060830001033",751,330
"060830005012",1251,567
"060830029071",1734,675
"060830029073",779,305
"061110036181",0,0
"061110025001",1042,712
"061110025002",1734,699
"061110025003",716,554
"061110025004",1546,857
"061110028002",1240,435
"061110028003",1076,429
"061110028004",1456,617
"061110036151",1378,839
"061110036171",1059,884
"061110036172",933,650
"061110036182",908,485
"061110036183",1266,813
"061110040001",1748,324
"061110040002",1442,351
"061110040003",1648,337
"061110040004",1409,408
"061110041011",2669,520
"061110041012",1927,419
"061110041013",1974,421
"061110042001",1982,519
"061110042002",1555,375
"061110042003",1669,411
"061110043051",1985,815
"061110044001",1872,788
"061110044002",2335,722
"061110044003",1111,346
"061110044004",958,615
"061110044005",1436,833
"061110045031",1365,365
"061110045032",1467,367
"061110045033",1768,419
